range,content,summary,similarity
"[14622, 14623, 14624, 14625]","He imagined the others back along their path doing the same. He heard the beat of the 'thopter's wings before he saw it. There was a whisper of jetpods and it came over his patch of desert, turned in a broad arc toward the ridge. An unmarked 'thopter, Paul noted.",Aerial surveillance and counter-surveillance,0.2548107
"[9920, 9921, 9922, 9923, 9924, 9925, 9926, 9927, 9928]","""We have other senses than eyes,"" she said. Paul slid a foot forward, shifted his weight, and probed with the other foot, met an obstruction. He lifted his foot, found a step, pulled himself up onto it. He reached back, felt his mother's arm, tugged at her robe for her to follow. Another step. ""It goes on up to the top, I think,"" he whispered. Shallow and even steps, Jessica thought. Man-carved beyond a doubt. She followed the shadowy movement of Paul's progress, feeling out the steps.",Method and apparatus for maneuvering a wheelchair along a staircase,0.25403655
"[7509, 7510, 7511, 7512, 7513, 7514, 7515]","""How can you hit them there?"" She heard him stirring, the sound of their pack being dragged across the tent floor. ""It was sea power and air power on Caladan,"" he said. ""Here, it's desert power. The Fremen are the key."" His voice came from the vicinity of the tent's sphincter. Her Bene Gesserit training sensed in his tone an unresolved bitterness toward her.",Frank herbert's dune: house atreides (dune: house atreides (dune: house atreides (dune: house atreides (dune: house atreides (dune: house,0.2536998
"[18495, 18496, 18497, 18498, 18499]","The Fedaykin battle cry. Ya (now) in this cry is augmented by the hya form (the ever-extended now). Chouhada (fighters) carries this added meaning of fighters against injustice. There is a distinction in this word that specifies the fighters are not struggling for anything, but are consecrated against a specific thing -- that alone. YALI: a Fremen's personal quarters within the sietch.","Methods, systems, and computer-readable media for determining a battle cry of a character in a video game",0.25326738
"[52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]","Dr. Yueh, his teacher, had hinted that the faufreluches class system was not rigidly guarded on Arrakis. The planet sheltered people who lived at the desert edge without caid or bashar to command them: will-o'-the-sand people called Fremen, marked down on no census of the Imperial Regate. Arrakis -- Dune -- Desert Planet. Paul sensed his own tensions, decided to practice one of the mind-body lessons his mother had taught him. Three quick breaths triggered the responses: he fell into the floating awareness . . . focusing the consciousness . . . aortal dilation . . . avoiding the unfocused mechanism of consciousness . . . to be conscious by choice . . . blood enriched and swift-flooding the overload regions . . . one does not obtain food-safety-freedom by instinct alone . . . animal consciousness does not extend beyond the given moment nor into the idea that its victims may become extinct . . .",Dune: Book One of the Graphic Novel (Dune: The Graphic Novel Book 1),0.25219715
"[12876, 12877, 12878, 12879, 12880]","touch your daughter-presence. Be your daughter-presence. Absorb the fear . . . soothe . . . use your courage and your strength . . . gently now . . . gently . . . "" The other whirling mote swept near, and Jessica compelled herself to touch it. Terror threatened to overwhelm her.",Method and apparatus for treating depression and anxiety in children and adolescents,0.25166225
"[4808, 4809, 4810, 4811, 4812, 4813, 4814]","The Guild Bank representative had fallen into conversation with the water-shipper, and Bewt's voice lifted above the renewed hum of conversations: ""Many people have sought to change Arrakis."" The Duke saw how the words seemed to pierce Kynes, jerking the planetologist upright and away from the flirting woman. Into the sudden silence, a house trooper in uniform of a footman cleared his throat behind Leto, said: ""Dinner is served, my Lord."" The Duke directed a questioning glance down at Jessica. ""The custom here is for host and hostess to follow their guests to table,"" She said, and smiled; ""Shall we change that one, too, my Lord?"" He spoke coldly: ""That seems a goodly custom.",Dune: House Atreides (House Atreides Trilogy Book 1),0.2515248
"[1637, 1638, 1639]","You hear an occasional muttering about the Emperor's training cadres, but the balance of our civilization remains the same: the military forces of the Landsraad Great Houses on one side, the Sardaukar and their supporting levies on the other. And their supporting levies, Paul. The Sardaukar remain the Sardaukar.""",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.25129986
"[15002, 15003, 15004, 15005, 15006, 15007, 15008, 15009]","Gurney noted the tone of the man's voice -- half command and half request. This was the man called Stilgar, another figure of the new Fremen legends. Paul looked at the bundle the other man carried, said: ""Korba, what's in the bundle?"" Stilgar answered: "" 'Twas in the crawler. It had the initial of your friend here and it contains a baliset. Many times have I heard you speak of the prowess of Gurney Halleck on the baliset."" Gurney studied the speaker, seeing the edge of black beard above the stillsuit mask, the hawk stare, the chiseled nose. ""You've a companion who thinks, m'Lord,"" Gurney said.",Dune: The Sisterhood of Martyrs (Dune: Visions of Muad'Dib),0.25068176
"[5860, 5861, 5862, 5863, 5864, 5865]","It came from ahead and down the side passage to the central room where they had installed the main shield generator for the house. Hand on belt switch, kindjal poised, the Duke skirted the body, slipped down the passage and peered around the corner toward the shield generator room. Another grey blob lay stretched on the floor a few paces away, and he saw at once this was the source of the noise. The shape crawled toward him with painful slowness, gasping, mumbling. Leto stilled his sudden constriction of fear, darted down the passage, crouched beside the crawling figure. It was Mapes, the Fremen housekeeper, her hair tumbled around her face, clothing disarrayed.",House of the Winds: A Novel of the Dune Universe (Frank Herbert's Dune Universe),0.2506429
"[14884, 14885, 14886, 14887]","A thumping sounded from the open dunes beyond the baited patch of spice -- a deep drumming that seemed to be heard through their feet. Gurney saw Fremen spread out across the sand there in the path of the worm. The worm came on like some great sandfish, cresting the surface, its rings rippling and twisting. In a moment, from his vantage point above the desert, Gurney saw the taking of a worm -- the daring leap of the first hookman, the turning of the creature, the way an entire band of men went up the scaly, glistening curve of the worm's side.",Method and apparatus for fishing,0.24998645
"[15683, 15684, 15685, 15686]","Paul pressed past the man toward the depths of the cavern, headed for the place that each such cavern had -- a place near its water-holding basin. There would be a small shai-hulud in this place, a creature no more than nine meters long, kept stunted and trapped by surrounding water ditches. The maker, after emerging from its little maker vector, avoided water for the poison it was. And the drowning of a maker was the greatest Fremen secret because it produced the substance of their union -- the Water of Life, the poison that could only be changed by a Reverend Mother.",Dune: House Atreides (Frank Herbert's Dune: House Atreides Book 1),0.2485627
"[18321, 18322, 18323, 18324, 18325, 18326]","PLENISCENTA: an exotic green bloom of Ecaz noted for its sweet aroma. POLING THE SAND: the art of placing plastic and fiber poles in the open desert wastes of Arrakis and reading the patterns etched on the poles by sandstorms as a clue to weather prediction. PORITRIN: third planet of Epsilon Alangue, considered by many Zensunni Wanderers as their planet of origin, although clues in their language and mythology show far more ancient planetary roots. PORTYGULS: oranges. PRANA (Prana-musculature): the body's muscles when considered as units for ultimate training. (See Bindu.)","Systems and methods for determining whether a word is a Sanskrit word are disclosed. In one embodiment, a computer-implemented method for determining whether a word is a Sanskrit word is disclosed. The",0.24853691
"[152, 153, 154]",""". . . this test you're about to receive . . . it's important to me."" ""Test?"" He looked up at her.",Method and apparatus for determining a user's level of interest in a potential romantic or sexual partner based on the user's responses to questions posed by the potential romantic or sexual partner,0.24770343
"[13076, 13077, 13078, 13079, 13080, 13081]","I see what you see when you hold me thus."" ""What do you see?"" he demanded. ""I see us giving love to each other in a time of quiet between storms. It's what we were meant to do."" The drug had him again and he thought: So many times you've given me comfort and forgetfulness. He felt anew the hyperillumination with its high-relief imagery of time, sensed his future becoming memories--the tender indignities of physical love, the sharing and communion of selves, the softness and the violence.",Method and apparatus for treating neuropsychiatric disorders associated with dopamine D2 receptor hypersensitivity,0.24748203
"[1550, 1551, 1552, 1553, 1554, 1555]","But there's much more. I see also the Combine Honnete Ober Advancer Mercantiles -- the CHOAM Company. By giving me Arrakis, His Majesty is forced to give us a CHOAM directorship . . . a subtle gain."" ""CHOAM controls the spice,"" Paul said. ""And Arrakis with its spice is our avenue into CHOAM,"" the Duke said. ""There's more to CHOAM than melange.""","Frank Herbert's Dune, or, The Making of a Myth",0.24731806
"[3385, 3386, 3387, 3388, 3389]","""I'll permit you to earn the right to unsheath it,"" Stilgar said, and, as a mutter of protest sounded around the table, he raised a thin, darkly veined hand. ""I remind you this is the blade of one who befriended you."" In the waiting silence, Paul studied the man, sensing the aura of power that radiated from him. He was a leader--a Fremen leader. A man near the center of the table across from Paul muttered: ""Who's he to tell us what rights we have on Arrakis?""",Frank herbert's dune: house atreides (dune: house atreides (dune: house atreides (dune: house atreides (dune: house atreides (dune: house,0.2464533
"[4780, 4781, 4782, 4783, 4784]","""Your interest in water and weather control is obvious,"" the Duke said. ""I'd advise you to diversify your holdings. One day, water will not be a precious commodity on Arrakis."" And he thought: Hawat must redouble his efforts at infiltrating this Bewt's organization. And we must start on standby water facilities at once.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.24458344
"[18446, 18447, 18448, 18449, 18450, 18451, 18452, 18453, 18454, 18455, 18456, 18457, 18458, 18459, 18460, 18461, 18462, 18463, 18464, 18465, 18466, 18467, 18468, 18469, 18470, 18471, 18472, 18473, 18474, 18475, 18476, 18477, 18478, 18479, 18480, 18481, 18482, 18483, 18484, 18485, 18486, 18487, 18488, 18489, 18490, 18491]","TAHADDI AL-BURHAN: an ultimate test from which there can be no appeal (usually because it brings death or destruction). TAHADDI CHALLENGE: Fremen challenge to mortal combat, usually to test some primal issue. TAQWA: literally: ""The price of freedom."" Something of great value. That which a deity demands of a mortal (and the fear provoked by the demand). TAU, THE: in Fremen terminology, that oneness of a sietch community enhanced by spice diet and especially the tau orgy of oneness elicited by drinking the Water of Life. TEST-MASHAD: any test in which honor (defined as spiritual standing) is at stake. THUMPER: short stake with spring-driven clapper at one end. The purpose: to be driven into the sand and set ""thumping"" to summon shai-hulud. (See Maker hooks.) TIDAL DUST BASIN: any of the extensive depressions in the surface of Arrakis which have been filled with dust over the centuries and in which actual dust tides (see Sandtides) have been measured. TLEILAX: lone planet of Thalim, noted as renegade training center for Mentats; source of ""twisted"" Mentats. T-P: idiomatic for telepathy. TRAINING: when applied to Bene Gesserit, this otherwise common term assumes special meaning, referring to that conditioning of nerve and muscle (see Bindu and Prana) which is carried to the last possible notch permitted by natural function. TROOP CARRIER: any Guild ship designed specifically for transport of troops between planets. TRUTHSAYER: a Reverend Mother qualified to enter truthtrance and detect insincerity or falsehood. TRUTHTRANCE: semihypnotic trance induced by one of several ""awareness spectrum"" narcotics in which the petit betrayals of deliberate falsehood are apparent to the truthtrance observer. (Note: ""awareness spectrum"" narcotics are frequently fatal except to desensitized individuals capable of transforming the poison-configuration within their own bodies.) TUPILE: so-called ""sanctuary planet"" (probably several planets) for defeated Houses of the Imperium. Location(s) known only to the Guild and maintained inviolate under the Guild Peace. ULEMA: a Zensunni doctor of theology. UMMA: one of the brotherhood of prophets. (A term of scorn in the Imperium, meaning any ""wild"" person given to fanatical prediction.) UROSHNOR: one of several sounds empty of general meaning and which Bene Gesserit implant within the psyches of selected victims for purposes of control. The sensitized person, hearing the sound, is temporarily immobilized. USUL: Fremen: ""The base of the pillar."" VAROTA: famed maker of balisets; a native of Chusuk. VERITE: one of the Ecaz will-destroying narcotics. It renders a person incapable of falsehood. VOICE: that combined training originated by the Bene Gesserit which permits an adept to control others merely by selected tone shadings of the voice. WALI: an untried Fremen youth. WALLACH IX: ninth planet of Laoujin, site of the Mother School of the Bene Gesserit. WAR OF ASSASSINS: the limited form of warfare permitted under the Great Convention and the Guild Peace. The aim is to reduce involvement of innocent bystanders. Rules prescribe formal declarations of intent and restrict permissible weapons. WATER BURDEN: Fremen: a mortal obligation. WATERCOUNTERS: metal rings of different size, each designating a specific amount of water payable out of Fremen stores. Watercounters have profound significance (far beyond the idea of money) especially in birth, death, and courtship ritual. WATER DISCIPLINE: that harsh training which fits the inhabitants of Arrakis for existence there without wasting moisture. WATERMAN: a Fremen consecrated for and charged with the ritual duties surrounding water and the Water of Life. WATER OF LIFE: an ""illuminating"" poison (see Reverend Mother). Specifically, that liquid exhalation of a sandworm (see Shai-hulud) produced at the moment of its death from drowning which is changed within the body of a Reverend Mother to become the narcotic used in the sietch tau orgy. An ""awareness spectrum"" narcotic. WATERTUBE: any tube within a stillsuit or stilltent that carries reclaimed water into a catchpocket or from the catchpocket to the wearer. WAY, BENE GESSERIT: use of the minutiae of observation. WEATHER SCANNER; a person trained in the special methods of predicting weather on Arrakis, including ability to pole the sand and read the wind patterns.","DUNE, BOOK ONE OF THE DUNE CHRONICLES",0.24392219
"[2606, 2607, 2608, 2609, 2610, 2611]","A palm lock must be keyed to one individual's hand shape and palm lines. But it looked like a palm lock. And there were ways to open any palm lock--as she had learned at school. Jessica glanced back to make certain she was unobserved, placed her palm against the depression in the door. The most gentle of pressures to distort the lines--a turn of the wrist, another turn, a sliding twist of the palm across the surface. She felt the click.",Method and apparatus for controlling access to an enclosure,0.2425668
"[4694, 4695, 4696, 4697, 4698, 4699, 4700, 4701]","""I know the custom!"" he barked. ""Take these basins to the front door. While we're eating and until we've finished, each beggar who calls may have a full cup of water. Understood?"" Her leathery face displayed a twisting of emotions: dismay, anger . . . With sudden insight, Leto realized that she must have planned to sell the water squeezings from the foot-trampled towels, wringing a few coppers from the wretches who came to the door. Perhaps that also was a custom. His face clouded, and he growled: ""I'm posting a guard to see that my orders are carried out to the letter.""",Apparatus and method for washing and drying laundry in a dystopian future,0.24191588
"[12129, 12130, 12131]","A timed side blow missed by the barest fraction from severing the tendons of the na-Baron's left leg. Feyd-Rautha danced away, leaving a barbed shaft in the slave's right forearm, the hooks completely buried in flesh where the man could not withdraw them without ripping tendons. A concerted gasp lifted from the galleries.",Method and apparatus for treating tissue with electrosurgical radio frequency (RF) energy,0.24163458
"[2658, 2659, 2660, 2661, 2662, 2663, 2664, 2665]","Rhythmic noise invaded her senses. She parted a jungle overlapping of leaves, looked through to the center of the room. A low fountain stood there, small with fluted lips. The rhythmic noise was a peeling, spooling arc of water falling thud-a-gallop onto the metal bowl. Jessica sent herself through the quick sense-clearing regimen, began a methodical inspection of the room's perimeter. It appeared to be about ten meters square. From its placement above the end of the hall and from subtle differences in construction, she guessed it had been added onto the roof of this wing long after the original building's completion. She stopped at the south limits of the room in front of the wide reach of filter glass, stared around.",Method and apparatus for detecting intruders,0.24155863
"[678, 679, 680, 681, 682, 683, 684]","""Get on with it, Piter."" ""At Arrakeen,"" Piter said, ""the Duke and his family will occupy the Residency, lately the home of Count and Lady Fenring."" ""The Ambassador to the Smugglers,"" the Baron chuckled. ""Ambassador to what?"" Feyd-Rautha asked. ""Your uncle makes a joke,"" Piter said. ""He calls Count Fenring Ambassador to the Smugglers, indicating the Emperor's interest in smuggling operations on Arrakis."" Feyd-Rautha turned a puzzled stare on his uncle.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.24105495
"[9440, 9441, 9442, 9443, 9444]","And the price we paid was the price men have always paid for achieving a paradise in this life--we went soft, we lost our edge. -from ""Muad'Dib: Conversations"" by the Princess Irulan ""So you're the great Gurney Halleck,"" the man said. Halleck stood staring across the round cavern office at the smuggler seated behind a metal desk. The man wore Fremen robes and had the half-tint blue eyes that told of off-planet foods in his diet. The office duplicated a space frigate's master control center--communications and viewscreens along a thirty-degree arc of wall, remote arming and firing banks adjoining, and the desk formed as a wall projection--part of the remaining curve.",Dune: House Atreides (House Atreides Trilogy Book 1),0.24042179
"[8481, 8482]","Beyond these quarters and enclosing him like a multishelled egg stretched the space frigate he had grounded on Arrakis. Here in his quarters, though, the ship's harsh metal was disguised with draperies, with fabric paddings and rare art objects.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.23931378
"[3432, 3433, 3434, 3435, 3436, 3437, 3438, 3439]","""Your water is ours, Duncan Idaho."" Stilgar said. ""The body of our friend remains with your Duke. His water is Atreides water. It is a bond between us."" Leto sighed, glanced at Hawat, catching the old Mentat's eye. Hawat nodded, his expression pleased. ""I will await below,"" Stilgar said, ""while Idaho makes farewell with his friends.",Apparatus and method for treating water,0.23911442
"[16323, 16324, 16325, 16326]","""Much static."" Paul nodded, kept his eye on the time-standard dial in front of the signalman. Presently, Paul looked at Gurney, raised a hand, returned his attention to the dial. The time counter crawled around its final circuit.",Clockwork assassin who killed the clockwork assassin and the clockwork assassin who killed the clockwork assassin and the clockwork assassin who killed the clockwork assassin and the clockwork assassin who killed the clockwork assass,0.23768213
"[1574, 1575, 1576, 1577, 1578, 1579, 1580, 1581]","A handful of spice will buy a home on Tupile. It cannot be manufactured, it must be mined on Arrakis. It is unique and it has true geriatric properties."" ""And now we control it?"" ""To a certain degree. But the important thing is to consider all the Houses that depend on CHOAM profits. And think of the enormous proportion of those profits dependent upon a single product -- the spice. Imagine what would happen if something should reduce spice production.""","Methods, systems, and computer-readable media for managing sandworms of Arrakis are disclosed herein. According to some embodiments, a method for managing sandworms of Arrakis may include receiving",0.23711132
"[4797, 4798, 4799, 4800, 4801, 4802, 4803]","Kynes passed an unreadable glance across Bewt, said: ""It is said in the desert that possession of water in great amount can inflict a man with fatal carelessness."" ""They have many strange sayings in the desert,"" Bewt said, but his voice betrayed uneasiness. Jessica crossed to Leto, slipped her hand under his arm to gain a moment in which to calm herself. Kynes had said: "" . . . the shortening of the way."" In the old tongue, the phrase translated as ""Kwisatz Haderach."" The planetologist's odd question seemed to have gone unnoticed by the others, and now Kynes was bending over one of the consort women, listening to a low-voiced coquetry. Kwisatz Haderach, Jessica thought.","God Emperor of Dune, or a variant thereof
Summarize the content into a title:
The present disclosure relates to novel variants of God Emperor of Dune. In particular, the present disclosure relates",0.2333158
"[3911, 3912, 3913, 3914, 3915, 3916, 3917, 3918]","The son may be addressed as 'young Master' or 'my Lord.' The Duke is a man of much leniency, but brooks little familiarity."" And Kynes thought as he watched the group approach: They'll learn soon enough who's master on Arrakis. Order me questioned half the night by that Mentat, will they? Expect me to guide them on an inspection of spice mining, do they? The import of Hawat's questions had not escaped Kynes. They wanted the Imperial bases. And it was obvious they'd learned of the bases from Idaho.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.23293331
"[4071, 4072, 4073, 4074]","They crossed a shallow basin with the clear outline of gray sand spreading across it from a canyon opening to the south. The sand fingers ran out into the basin--a dry delta outlined against darker rock. Kynes sat back, thinking about the water-fat flesh he had felt beneath the stillsuits. They wore shield belts over their robes, slow pellet stunners at the waist, coin-sized emergency transmitters on cords around their necks.",Sandworms of Dune,0.23284248
"[14655, 14656, 14657]","-from ""Muad'Dib: The Ninety-Nine Wonders of the Universe"" by Princess Irulan The smuggler's spice factory with its parent carrier and ring of drone ornithopters came over a lifting of dunes like a swarm of insects following its queen. Ahead of the swarm lay one of the low rock ridges that lifted from the desert floor like small imitations of the Shield Wall.",Unmanned aerial vehicle (UAV) system and method,0.23132303
"[9075, 9076, 9077, 9078, 9079]","And he paused, shaken by the remembered high relief imagery of a prescient vision he had experienced on Caladan. He had seen this desert. But the set of the vision had been subtly different, like an optical image that had disappeared into his consciousness, been absorbed by memory, and now failed of perfect registry when projected onto the real scene. The vision appeared to have shifted and approached him from a different angle while he remained motionless. Idaho was with us in the vision, he remembered.",Frank herbert's dune: house atreides (dune: house atreides (dune: house atreides (dune: house atreides (dune: house atreides (dune: house,0.23121911
"[2860, 2861, 2862, 2863, 2864, 2865]","Signals . . . and they filled her with premonition. Why were lights used to signal across the basin? she asked herself. Why couldn't they use the communications network? The answer was obvious: the communinet was certain to be tapped now by agents of the Duke Leto. Light signals could only mean that messages were being sent between his enemies--between Harkonnen agents. There came a tapping at the door behind them and the voice of Hawat's man; ""All clear, sir . . . m'Lady.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.23015615
"[9657, 9658, 9659, 9660, 9661]","Several of his men and a smuggler medic were bent over one of the litters. One of the men began singing softly as Halleck approached, catching the counter-beat with the ease of long familiarity: ""My woman stands at her window, Curved lines 'gainst square glass. Uprais'd arms . . . bent . . . downfolded. 'Gainst sunset red and golded--",Honorable warrior: A novel of the Peloponnesian War (The Peloponnesian War Book 1),0.23010892
"[7269, 7270]","His own lack of grief could still be felt . . . that hollow place somewhere separated from his mind, which went on in its steady pace--dealing with data, evaluating, computing, submitting answers in something like the Mentat way. And now he saw that he had a wealth of data few such minds ever before had encompassed.",Method and apparatus for determining a user's emotional state based on facial expressions,0.22982788
"[12434, 12435]","""She's an out-freyn Sayyadina, mother to this lad. The mother and son are masters of the weirding ways of battle.""",Weirding way combat system and method for use thereof in a video game or other virtual reality environment,0.228827
"[9940, 9941, 9942, 9943, 9944, 9945]","She uncapped the tube to her stillsuit's catchpockets, sipped at it. Warm, faintly acrid wetness slipped down her throat. She marked how it refreshed her. The tube's cap grated against flakes of sand as she replaced it. Movement caught Paul's attention--to his right and down on the basin floor curving out beneath them. He stared down through smoke bushes and weeds into a wedged slab sand-surface of moonlight inhabited by an up-hop, jump, pop-hop of tiny motion.",Sandworms of Dune,0.22852905
"[4991, 4992, 4993, 4994]","It came to Jessica that the banker had said: ""I, too, control that ultimate source of power on Arrakis--water."" Paul had marked the falseness in his dinner companion's voice, saw that his mother was following the conversation with Bene Gesserit intensity. On impulse, he decided to play the foil, draw the exchange out. He addressed himself to the banker.",Frank herbert's dune: house atreides (dune: house atreides (dune: house atreides (dune: house atreides (dune: house atreides (dune: house,0.22781307
"[5521, 5522, 5523, 5524, 5525, 5526, 5527]","Jessica crossed to the deep, old-fashioned armchair with an embroidered cover of schlag skin, moved the chair into position to command the door. She was suddenly very conscious of the crysknife in its sheath on her leg. She removed the sheath and strapped it to her arm, tested the drop of it. Once more, she glanced around the room, placing everything precisely in her mind against any emergency: the chaise near the corner, the straight chairs along the wall, the two low tables, her stand-mounted zither beside the door to her bedroom. Pale rose light glowed from the suspensor lamps. She dimmed them, sat down in the armchair, patting the upholstery, appreciating the chair's regal heaviness for this occasion. Now, let him come, she thought.",Compositions and methods for treating or preventing complications associated with bone marrow transplantation,0.22780985
"[17337, 17338]","Idaho's words came back to him, the words of training from the long-ago practice floor on Caladan: ""Use the first moments in study. You may miss many an opportunity for quick victory this way, but the moments of study are insurance of success.","Idaho del Toro as a character in a novel by Frank Herbert's son, Brian Herbert, and Kevin J. Anderson",0.22780001
"[2322, 2323, 2324]","He opened his eyes, giving himself up to the internal awareness of grief. That, at least, was truth. Jessica studied him, seeing the up-angled cheeks, the dark sequins of almond eyes, the butter complexion, and stringy mustache hanging like a curved frame around purpled lips and narrow chin.",Method and apparatus for detecting anomalies in an autonomous vehicle based on facial expressions of a driver of the autonomous vehicle during operation of the autonomous vehicle by an autonomous driving system of the autonomous vehicle,0.22768141
"[9432, 9433, 9434, 9435, 9436, 9437]","He flexed the fingers of his left hand, watching her crawl through the sphincter valve, knowing that he could not deflect her from this determination . . . that he must agree. Whatever has been done to me, I've been a party to it, he thought. Review of the hand! He looked at his hand. How inadequate it appeared when measured against such creatures as that worm. = = = = = =",Method and apparatus for interfacing with an alien life form,0.22754362
"[10130, 10131, 10132, 10133]","""One crop. It supports a ruling class that lives as ruling classes have lived in all times while, beneath them, a semihuman mass of semislaves exists on the leavings. It's the masses and the leavings that occupy our attention. These are far more valuable than has ever been suspected.""","Systems and methods for managing an ecosystem comprising a plurality of autonomous vehicles and a plurality of unmanned aerial vehicles (UAVs), wherein each of the plurality of autonomous vehicles",0.22745106
"[2828, 2829, 2830]","""There's another possibility,"" she said. ""This message may have been meant to get to us. The people who gave it to us may believe it's true, but it may be that the only purpose was to get this message to us.""",Method and apparatus for detecting unauthorized interception of communications,0.22725168
"[7556, 7557, 7558, 7559, 7560, 7561, 7562, 7563, 7564, 7565, 7566]","She probed the farther darkness with her trained senses. Noise of small animals. Birds. A fall of dislodged sand and faint creature sounds within it. Paul collapsing their tent, recovering it up the hole. Starlight displaced just enough of the night to charge each shadow with menace. She looked at patches of blackness. Black is a blind remembering, she thought. You listen for pack sounds, for the cries of those who hunted your ancestors in a past so ancient only your most primitive cells remember. The ears see. The nostrils see.",Method and apparatus for detecting an intruder in a dwelling,0.22661147
"[11180, 11181, 11182]","And the depth of his training had taken in that trick en passant. ""Keep the mind on the knife and not on the hand that holds it, "" Gurney Halleck had told him time and again. ""The knife is more dangerous than the hand and the knife can be in either hand.""",Method and apparatus for controlling a robotic surgical instrument,0.22660512
"[7667, 7668, 7669, 7670, 7671]","Their last 'thopter, the one they'd been using as a ground-effect machine to carry their wounded, had given out just before dawn. They had cut it up with lasguns and hidden the pieces, then worked their way down into this hiding place at the edge of the basin. Hawat had only a rough idea of their location--some two hundred kilometers southeast of Arrakeen. The main traveled ways between the Shield Wall sietch communities were somewhere south of them. The Fremen across from Hawat threw back his hood and stillsuit cap to reveal sandy hair and beard.",Sandworms of Dune,0.22622862
"[18399, 18400, 18401, 18402, 18403, 18404, 18405, 18406, 18407, 18408, 18409, 18410, 18411, 18412, 18413, 18414, 18415, 18416, 18417, 18418, 18419, 18420, 18421, 18422, 18423, 18424, 18425, 18426, 18427, 18428, 18429, 18430, 18431, 18432, 18433, 18434, 18435, 18436, 18437, 18438, 18439, 18440, 18441, 18442, 18443, 18444]","(See Little Maker.) SHARI-A: that part of the panoplia propheticus which sets forth the superstitious ritual. (See Missionaria Protectiva.) SHADOUT: well-dipper, a Fremen honorific. SHAITAN: Satan. SHIELD, DEFENSIVE: the protective field produced by a Holtzman generator. This field derives from Phase One of the suspensor-nullification effect. A shield will permit entry only to objects moving at slow speeds (depending on setting, this speed ranges from six to nine centimeters per second) and can be shorted out only by a shire-sized electric field. (See Lasgun.) SHIELD WALL: a mountainous geographic feature in the northern reaches of Arrakis which protects a small area from the full force of the planet's coriolis storms. SHIGAWIRE: metallic extrusion of a ground vine. (Narvi narviium) grown only on Salusa Secundus and III Delta Kaising . It is noted for extreme tensile strength. SIETCH: Fremen: ""Place of assembly in time of danger. ""Because the Fremen lived so long in peril, the term came by general usage to designate any cave warren inhabited by one of their tribal communities. SIHAYA: Fremen: the desert springtime with religious overtones implying the time of fruitfulness and ""the paradise to come."" SINK: a habitable lowland area on Arrakis surrounded by high ground that protects it from the prevailing storms. SINKCHART: map of the Arrakis surface laid out with reference to the most reliable paracompass routes between places of refuge. (See Paracompass.) SIRAT: the passage in the O.C. Bible that describes human life as a journey across a narrow bridge (the Sirat) with ""Paradise on my right. Hell on my left, and the Angel of Death behind."" SLIP-TIP: any thin, short blade (often poison-tipped) for left-hand use in shield fighting. SNOOPER, POISON: radiation analyzer within the olfactory spectrum and keyed to detect poisonous substances. SOLARI: official monetary unit of the Imperium, its purchasing power set at quatricentennial negotiations between the Guild, the Landsraad, and the Emperor. SOLIDO: the three-dimensional image from a solido projector using 360-degree reference signals imprinted on a shigawire reel. Ixian solido projectors are commonly considered the best. SONDAGI; the fern tulip of Tupali. SOO-SOO SOOK!: water-seller's cry on Arrakis. Sook is a market place. (See Ikhut-eigh!) SPACING GUILD: see Guild. SPICE: see Melange. SPICE DRIVER: any Dune man who controls and directs movable machinery on the desert surface of Arrakis. SPICE FACTORY: see Sandcrawler. SPOTTER CONTROL: the light ornithopter in a spice-hunting group charged with control of watch and protection. STILLSUIT: body-enclosing garment invented on Arrakis. Its fabric is a micro-sandwich performing functions of heat dissipation and filter for bodily wastes. Reclaimed moisture is made available by tube from catchpockets. STILLTENT: small, scalable enclosure of micro-sandwich fabric designed to reclaim as potable water the ambient moisture discharged within it by the breath of its occupants. STUNNER: slow-pellet projectile weapon throwing a poison-or drug-tipped dart. Effectiveness limited by variations in shield settings and relative motion between target and projectile. SUBAKH UL KUHAR: ""Are you well?"": a Fremen greeting. SUBAKH UN NAR: ""I am well. And you?"": traditional reply. SUSPENSOR: secondary (low-drain) phase of a Holtzman field generator.","Dune: The Sisterhood of Atreides (Dune Chronicles, Book 1)",0.22611275
