range,content,summary,similarity
"[9033, 9034, 9035, 9036, 9037, 9038, 9039, 9040, 9041]","He waved his hand toward the window. “These were rice paddies before they were parking lots. Rice was the basis for our society. Peasants planted the seeds and had highest status in the Confucian hierarchy. As the Master said, “Let the producers be many and the consumers few.' When the Feed came in from Atlantis, from Nippon, we no longer had to plant, because the rice now came from the matter compiler. It was the destruction of our society. When our society was based upon planting, it could truly be said, as the Master did, “Virtue is the root; wealth is the result.' But under the Western ti, wealth comes not from virtue but from cleverness.",Methods and apparatus for treating rice paddies and parking lots,0.29759857
"[9214, 9215, 9216, 9217, 9218, 9219, 9220, 9221]","As she awaited the elevator, she was more scared than she had ever been; the sight of the cruel red ribbons in the small hands of the girls had for some reason struck more terror into her heart than the sight of knives in the hands of Fists. A shrill commotion arose from the bunk room. The bell for the elevator sounded. She heard the bunk room door fly open, and someone running down the hall. The elevator door opened. One of the girls came into the lobby, saw her, and shrieked something to the others in a dolphinlike squeal. Nell got into the elevator, punched the button for the lobby, and held down the DOOR CLOSE button. The girl thought for a moment, then stepped forward to hold the door.",Method and apparatus for controlling an elevator,0.29501072
"[5096, 5097]","Protocol, you know.” “Explain protocol,” Nell said.",Systems and methods for secure communications,0.2945917
"[7317, 7318]","Others, like the Boers, the Parsis, the Jews, went for the understated approach, and in Pudong anything understated was more or less invisible. Still others—the Mormons, the First Distributed Republic, and the Chinese Coastal Republic itself—used every square inch of their mediatronic walls to proselytize.",Mediatronic wall,0.29259247
"[6172, 6173, 6174, 6175, 6176, 6177]","Other girls in the class began to titter—their faces were all turned back toward Nell, and she could see their exultation, and somehow Miss Stricken and the ruler became irrelevant compared to the other girls. Nell raised her hand a whole inch, saw the windup out of the corner of her eye, heard the whir. At the last moment, on an impulse, she flipped her hand over, caught the ruler on her palm, grabbed it, and twisted in a way that Dojo had taught her, bending it against the grain of Miss Stricken's fingers so that she was forced to let go. Now Nell had the ruler, and Miss Stricken was disarmed. Her opponent was a bulging sort of woman, taller than average, rather topheavy on those heels, the sort of teacher whose very fleshiness becomes the object of morbid awe among her gamine pupils, whose personal toilet practices—the penchant for dandruff, the habitually worn-out lipstick, the little wad of congealed saliva at the corner of the mouth—loom larger in her students' minds than the Great Pyramids or the Lewis and Clark Expedition. Like all other women, Miss Stricken benefited from a lack of external genitalia that would make it more difficult for Nell to incapacitate her, but nevertheless, Nell could think of half a dozen ways to leave her a bloody knot on the floor and not waste more than a quarter of a minute in the process.",Systems and methods for using a ruler as a self-defense weapon,0.2924967
"[9493, 9494, 9495, 9496, 9497, 9498, 9499, 9500, 9501, 9502, 9503, 9504]","Then came Carl Hollywood, who, with his height and his rifle, seemed to have ended up with the job of long-range reconnaissance and defense. Colonel Spence and the other Israeli brought up the rear, walking backward most of the time. This got them down the alley without much trouble, but that was the easy part; when they reached the street, they were no longer the only focus of action but mere motes in a sandstorm. Colonel Spence discharged most of a clip into the air; the explosions were nearly inaudible in the chaos, but the gouts of light from the weapon's barrel drew some attention, and people in their immediate vicinity actually got out of their way. Carl saw one of the Zulus do something very ugly with his long weapon and looked away; then he reflected that it was the Zulus' job to break trail and his to concentrate on more distant threats. He turned slowly around as he walked, trying to ignore the threat that was just beyond arm's length and to get a view of the larger scene. They had walked into a completely disorganized street fight between the Coastal Republic forces and the Fists of Righteous Harmony, which was not made any clearer by the fact that many of the Coastals had defected by tying strips of red cloth round the arms of their uniforms, and that many of the Fists were not wearing any markings at all, and that many others who had no affiliation were taking advantage of the situation to loot stores and were being fought off by private guards; many of the looters were themselves being mugged by organized gangs. They were on Nanjing Road, a broad thoroughfare leading straight to the Bund and the Huang Pu, lined with four- and five-story buildings so that many windows looked out over them, any one of which might have contained a sniper. A few of them did contain snipers, Carl realized, but many of these were shooting across the street at each other, and the ones who were firing into the street could have been shooting at anyone. Carl saw one fellow with a laser-sighted rifle emptying clip after clip into the street, and he reckoned that this constituted a clear and present danger; so at a moment when their forward progress had stalled momentarily, while the Zulus were waiting for an especially desperate Coastal/Fist melee to resolve itself ahead of them, Carl planted his feet, swung his rifle up to his shoulder, took aim, and fired. In the dim fire- and torch-light rising up from the street, he could see powder explode from the stone window frame just above the sniper's head. The sniper cringed, then began to sweep the street with his laser, looking for the source of the bullet.",Method and apparatus for defeating a sniper,0.29159695
"[2301, 2302, 2303, 2304]","When she finished her warmups and went on, she found a bid already waiting for her. The casting agent, which was a semiautonomous piece of software, had assembled a company of nine payers, enough to ract all the guest roles in First Class to Geneva, which was about intrigue among rich people on a train in Nazi-occupied France, and which was to ractives what The Mousetrap was to passive theatre. It was an ensemble piece: nine guest roles to be assumed by payers, three somewhat larger and more glamorous host roles to be assumed by payees like Miranda. One of the characters was, unbeknownst to the others, an Allied spy.",Air transportation from first class to Geneva,0.29146966
"[2185, 2186, 2187, 2188, 2189, 2190, 2191, 2192, 2193, 2194, 2195]","“It appears to use echolocation, like a bat,” Miss Pao admitted. “The other one, as you can see, is of a radically different design.” The other mite looked like a spacecraft as envisioned by Jules Verne. It had a streamlined, teardrop shape, a pair of manipulator arms folded neatly against its fuselage, and a deep cylindrical cavity in the nose that Judge Fang took to be its eye. “This one sees light in the ultraviolet range,” Miss Pao said. “Despite their differences, each does the same thing: searches for books. When it finds a book, it lands on the cover and crawls to the edge, then creeps between the pages and examines the internal structure of the paper.” “What is it looking for?” “There is no way to tell, short of disassembling its internal computer system and decompiling its program—which is difficult,” Miss Pao said, with characteristic understatement. “When it finds that it has been investigating a normal book made of old-fashioned paper, it deactivates and becomes dust.” “So there are many dirty books in the Leased Territories now,” Chang said.",Method and apparatus for cleaning books,0.29126385
"[8268, 8269, 8270]","When he walked around the deck, his viewpoint changed correspondingly. There was also a standard interface that enabled him to “fly” around the ship; Hackworth himself remained in one fixed location, of course, but his viewpoint in the spectacles became unlinked to his real coordinates. Whenever he used this mode, the following legend was superimposed on his view in giant flashing red block letters: JOHN PERCIVAL HACKWORTH'S GODLIKE PERSPECTIVE sometimes accompanied by a cartoon of a wizardly sort of fellow sitting atop a mountain peering down into a village of squalid midgets.",Augmented-reality glasses for use aboard a starship,0.28969666
"[700, 701, 702, 703, 704, 705]","Judge Fang nodded at the Sikh, who took the cue. “The CEP code,” said the Sikh, “governs all kinds of economic interactions between people and organizations. Theft is one such interaction. Maiming is another, insofar as it affects the victim's ability to fend for himself economically. As Protocol does not aspire to sovereign status, we work in cooperation with the indigenous justice system of CEP signatories in order to pursue such cases.” “You familiar with the Confucian system of justice, Bud?” said Judge Fang.",Method and apparatus for resolving disputes in a decentralized peer-to-peer network,0.28669626
"[4634, 4635, 4636]","On either side of the main gate, the fence terminated in a small stone tower with narrow diamond-paned windows set deeply into its walls. The Constable entered one of these from his side of the fence and then opened a heavy wooden door with huge wrought-iron hinges, letting Nell and Harv in from their side. The tiny octagonal room was cluttered with fine furniture made of dark wood, a shelf of old books, and a small cast-iron stove with a red enamel kettle on top, pocked like an asteroid from ancient impacts, piping out a tenuous column of steam.",Fence at the end of the world,0.2852849
"[9138, 9139, 9140, 9141]","They were magnificent folio-size volumes, as thick as Princess Nell's hand was broad, bound in rich leather illuminated with hair-thin gilt lines in an elaborate interlace pattern, and closed with heavy brass hasps and locks. The lock on the Book of the Book yielded to the same key that Princess Nell had taken from King Coyote. She had discovered this very early in her exploration of the library but was unable to comprehend the contents of this volume until she had studied the others and learnt the secrets of these machines. The Book of the Book contained a complete set of plans for a magical book that would tell stories to a young person, tailoring them for the child's needs and interests—even teaching them how to read if need be.","Systems, methods, and computer-readable media for managing digital content",0.2835008
"[8665, 8666, 8667, 8668]","Each also had a key around his neck. As Princess Nell waited, they deciphered the contents of the books she had brought and punched the results onto strips of paper tape using little machines built into their tables. Then, with great ceremony, the thirteen paper tapes were coiled up and placed on a tremendous silver platter carried by a young altar boy. A pair of large doors was swung open, and the acolytes, the altar boy, and Princess Nell formed into a procession of sorts, which marched into the Chamber of the Wizard, a vast vaulted room, and down its long central aisle.",Necronomicon,0.2832311
"[5300, 5301, 5302, 5303]","Then he looked mildly alarmed as he watched Miranda's expression change. “You can't just trace the connection backward. That's not how media works.” “How does media work, then?”",Method and system for detecting unauthorized use of media,0.2825587
"[1969, 1970, 1971, 1972, 1973, 1974, 1975]","They ate in silence for a few minutes, communicating through eye contact and other subtleties, then spent several minutes exchanging polite formal chatter. “Something struck a chord in my memory,” Judge Fang said, when the time was right to discuss business. “The name Tequila—the mother of the suspect and of the little girl.” “The name has come before our court twice before,” Miss Pao said, and refreshed his memory of two previous cases: one, almost five years ago, in which this woman's lover had been executed, and the second, only a few months ago, a case quite similar to this one . “Ah, yes,” Judge Fang said, “I recall the second case.",Murder in the Forbidden City: A Detective Liu Mystery (Detective Liu Mysteries Book 1),0.2824604
"[456, 457, 458, 459]","Are you sure you know what you are getting into?” Bud answered by whispering “hut” under his breath and firing a Crippler into the man's right bicep. It went off deep in the muscle, like an M-80, blowing a dark hole in the sleeve of the man's jacket and leaving his arm stretched out nice and straight—the trike now pulling without anything to oppose it. The man clenched his teeth, his eyes bulged, and for a few moments he made strangled grunting noises from way down in his chest, making an effort not to cry out.",Method and apparatus for securing a rider to a three-wheeled vehicle,0.28191313
"[6868, 6869, 6870]","” “Slightly taller than average, flashing green eyes, raven hair falling in luxuriant waves to my waist unless I pin it up to emphasize my high cheekbones and full lips. Narrow waist, pert breasts, long legs, alabaster skin that flushes vividly when I am passionate about something, which is frequently.”",Systems and methods for generating a digital avatar of a user,0.2814667
"[5171, 5172]","Then he subjected the corgis to a minute or so of close-order drill, using a patch of moss-covered flagstones as parade ground, and stringently criticizing their performance in tones loud enough to penetrate through the glass doors. The corgis pretended to listen attentively.",Method and apparatus for training dogs,0.2813934
"[7322, 7323]","The gates were guarded by men in armor, presumably backed up by other, less obvious defensive systems. Nell was fairly certain that she was being followed, unobtrusively, by at least three young men who had locked on to her during her initial passage in from the coast, and who were waiting to find out whether she really had somewhere to go or was just faking it.",Method and apparatus for detecting unauthorized access to a computer system,0.28012168
"[9695, 9696, 9697, 9698, 9699]","But it was clear that in the last few days they had forked and split organically, like roots questing for moisture; clean new tubes forced their way out through the encrustation and ran uphill toward the tide line, splitting again and again until many orifices presented themselves to the refugees. The shoots terminated in lips that grabbed people and drew them in, like the tip of an elephant's trunk, accepting the refugees with a minimum of seawater. The tunnels were lined with mediatronic images urging them forward into the deep; it always seemed as though a warm dry well-lit space awaited them just a bit farther down the line. But the light moved along with the viewer so that they were drawn down the tunnels in a kind of peristalsis. The refugees came to the main tunnel, the old encrusted one, and continued moving on, now packed together in a solid mass, until they were disgorged into a large open cavity far below the surface of the ocean.",Undersea sanctuary for marine mammals and sea turtles,0.2796953
"[8247, 8248, 8249, 8250, 8251, 8252, 8253]","“Revolutionary, ain't it?” he snapped. The thing in Hackworth's pocket was a pair of dark sunglasses: wraparounds with a glimmering rainbow finish, the sort of thing that, decades ago, would have been worn by a Magnum-slinging rebel cop in a prematurely canceled television series. Hackworth unfolded them and slid the polished ends of the bows cautiously over his temples. As the lenses approached, he could see light coming from them; they were phenomenoscopes. Though in this context, the word phantascope might have been more appropriate. The image grew to fill his sight but would not focus until he put them all the way on, so he reluctantly plummeted into the hallucination until it resolved, and just then the bows behind his ears came alive, stretched, and grew around the back of his skull like a rubber band snapping in reverse, joining in the back to form an unbreakable band. “Release,” Hackworth said, and then ran through a litany of other standard yuvree commands.",Apparatus and method for detecting an object in a field of view of a vehicle,0.27831626
"[6212, 6213, 6214, 6215, 6216]","They assumed that they were being monitored, but they never really knew. When they entered, each one of them had a pile of books on her desk—old books bound in chafed leather. Their job was to copy the books out by hand and leave the pages neatly stacked on Miss Stricken's desk before they went home. Usually, the books were transcripts of debates from the House of Lords, from the nineteenth century. During their seventh Saturday in Supplementary Curriculum, Elizabeth Finkle-McGraw suddenly dropped her pen, slammed her book shut, and threw it against the wall.","Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for providing supplementary curriculum to students. One of the methods includes receiving, from a first student device associated with a first student, a request to",0.2779976
"[8020, 8021, 8022]","The hatboxes were stacked on one of the carts; his bowler went into the smallest and topmost box, which was empty, and then he yanked the largest box out from underneath, popping the stack, and took out a ten-gallon Stetson of breathtaking width and sweep, almost like a head-mounted umbrella. Casting an eye into the street, where a rushing brown stream carried litter, road dust, cholera-ridden sewage, and tons of captive nanotech toward the storm drains, he slipped off his leather shoes and exchanged them for a pair of hand-tooled cowboy boots, made from hides of gaudy reptiles and avians, the pores of which had been corked with mites that would keep his feet dry even if he chose to wade through the gutters. Thus reconfigured, Carl Hollywood stepped out into the streets of Shanghai.",Shanghai nocturne: a novel of the 2010 Shanghai World Expo,0.27555746
"[8439, 8440, 8441, 8442, 8443, 8444]","“The internal variables of the play depend on the total universe of information outside—” The woman nodded vigorously, quite pleased with him, her huge black eyes shining. Hackworth continued, “As, for example, a person's state of mind at any given moment might depend on the relative concentrations of innumerable chemical compounds circulating through his bloodstream.” “Yes,” the woman said, “like if you're in a pub being chatted up by a fetching young gentleman, the words coming out of your mouth are affected by the amount of alcohol you've put into your system, and, of course, by concentrations of natural hormones—again, not in a simple deterministic way—these things are all inputs.” “I think I'm beginning to get your meaning,” Hackworth said. “Substitute tonight's show for the brain, and the information flowing across the net for molecules flowing through the bloodstream, and you have it,” the woman said.",Method and apparatus for simulating human behavior,0.27537894
"[8915, 8916]","Hackworth walked across the parking lot toward the McDonald's, followed at a respectful distance by one of the soldiers. Another soldier opened the door for him, and Hackworth sighed with delight as cold dry air flowed over his face and began to chase the muggy stuff through the weave of his clothing.","Methods, systems, and computer-readable media for determining a location of a vehicle in a drive-thru lane of a fast food restaurant are disclosed herein. In one embodiment, a method includes receiving, by a",0.27508494
"[623, 624, 625, 626, 627, 628, 629, 630]","As she laid out plates and silver, Hackworth picked up a large sheet of blank paper. “The usual,” he said, and then the paper was no longer blank; now it was the front page of the Times. Hackworth got all the news that was appropriate to his station in life, plus a few optional services: the latest from his favorite cartoonists and columnists around the world; clippings on various peculiar crackpot subjects forwarded to him by his father, ever anxious that he had not, even after all this time, sufficiently edified his son; and stories relating to the Uitlanders—a subphyle of New Atlantis, consisting of persons of British ancestry who had fled South Africa several decades previously. Hackworth's mother was an Uitlander, so he subscribed to the service. A gentleman of higher rank and more far-reaching responsibilities would probably get different information written in a different way, and the top stratum of New Chusan actually got the Times on paper, printed out by a big antique press that did a run of a hundred or so, every morning at about three A.M. That the highest levels of the society received news written with ink on paper said much about the steps New Atlantis had taken to distinguish itself from other phyles. Now nanotechnology had made nearly anything possible, and so the cultural role in deciding what should be done with it had become far more important than imagining what could be done with it. One of the insights of the Victorian Revival was that it was not necessarily a good thing for everyone to read a completely different newspaper in the morning; so the higher one rose in the society, the more similar one's Times became to one's peers'.",New Atlantis: a novel of the twenty-second century,0.27359655
"[4823, 4824, 4825, 4826, 4827, 4828, 4829]","As he made his way through the corridors toward the upper deck where his airship awaited him, he reviewed for the thousandth time the Great Learning, the kernel of the Master's thought: The ancients who wished to demonstrate illustrious virtue throughout the kingdom, first ordered well their own states. Wishing to order well their states, they first regulated their families. Wishing to regulate their families, they first cultivated their persons. Wishing to cultivate their persons, they first rectified their hearts. Wishing to rectify their hearts, they first sought to be sincere in their thoughts. Wishing to be sincere in their thoughts, they first extended to the utmost their knowledge. Such extention of knowledge lay in the investigation of things.",Airship and method of operation thereof,0.27193782
"[678, 679]","But this was said to have its drawbacks: some concerns about long-term nerve damage, plus it was rumored that hackers for big media companies had figured out a way to get through the defenses that were built into such systems, and run junk advertisements in your peripheral vision (or even spang in the fucking middle) all the time—even when your eyes were closed. Bud knew a guy like that who'd somehow gotten infected with a meme that ran advertisements for roach motels, in Hindi, superimposed on the bottom right-hand corner of his visual field, twenty-four hours a day, until the guy whacked himself.",Augmented reality contact lenses,0.27185568
"[4679, 4680, 4681, 4682, 4683, 4684, 4685, 4686, 4687, 4688]","He fed the papers back into the copier and told it to destroy them. He thrust his fists into his trouser pockets and walked up and down the length of the room twice, then sat down again, looking not at Nell and Harv and not at the book, but somewhere off into the distance. “Right,” he said. “I will not confiscate the book during your stay in Dovetail, if you follow certain conditions. First of all, you will not under any circumstances make use of a matter compiler. Secondly, the book is for your use, and your use only. Third, you will not copy or reproduce any of the information contained in the book. Fourth, you will not show the book to anyone here or make anyone aware of its existence. Violation of any of these conditions will lead to your immediate expulsion from Dovetail and the confiscation and probable destruction of the book. Do I make myself clear?”",Dovetail,0.27125317
"[4649, 4650, 4651, 4652]","The Constable returned his attention to the piece of paper and scanned it with a furrowed brow for a few minutes before suddenly calling out a series of several numbers, which sounded random to his visitors but seemed both deeply significant and perfectly obvious to the Constable. The black telephone sported a metal disk with finger-size holes bored around its edge. The Constable hooked the phone's handset over his epaulet and then began to insert his finger into various of these holes, using them to torque the disk around against the countervailing force of a spring. A brief but exceedingly cheerful conversation ensued.",Method and apparatus for communicating with an extraterrestrial intelligence,0.2698118
"[4560, 4561, 4562, 4563, 4564]","It was made of star-shaped connectors where five or six cigarette-size rods would come together, the rods and connectors forming into an irregular web that wrapped around into a geodesic space frame. The rods could change their length. Hackworth knew from seeing the same construction elsewhere that the web could change its size and shape to an amazing degree while providing whatever combination of stiffness and flexibility the controlling system needed at the moment. Inside the space frame Hackworth could see aluminum-plated spheres and ellipsoids, no doubt vacuum-filled, containing the mount's machine-phase guts: basically some rod logic and an energy source. The legs compiled quickly, the complicated feet took a little longer.",Method and apparatus for assembling a multi-legged walking machine,0.26948765
"[1107, 1108, 1109, 1110, 1111, 1112]","He unscrewed the bulges on his mask and took out black things that kicked up little black dust storms when he tossed them onto the floor. He replaced them with a couple of white things that he took from a Nanobar wrapper, though by the time he was finished, the white things were covered with his black fingerprints, the ridges and whorls perfectly resolved. He held the Nanobar wrapper up to the light for a moment. “Early protocol,” he rasped, and pitched it toward the wastebasket. Then he held the mask up to Nell's face, guided the straps around her head, and tightened them down. Her long hair got caught in the buckles and pinched, but her objections were muffled by the mask.","Apparatus and method for treating a respiratory illness caused by SARS-CoV-2 (COVID-19), MERS-CoV (MERS), SARS-CoV (SARS",0.26906395
"[4804, 4805, 4806, 4807, 4808]","Judge Fang flew out to the one named (as best it could be translated into English) Generosity of Soul, personally carrying the M.C. program in the sleeve of his garment. This was the very ship he had visited on the eventful night of his boat ride with Dr. X, and ever since then he had somehow felt closer to these fifty thousand little mice than any of the other quarter-million in the other vessels. The program was written to work in a bulk compiler, extruding dozens of Primers each cycle. When the first batch was finished, Judge Fang plucked out one of the new volumes, inspected its cover, which had the appearance of marbled jade, flipped through the pages admiring the illustrations, and cast a critical eye over the calligraphy. Then he carried it down a corridor and into a playroom where a few hundred little mice were running around, blowing off steam.",Method and apparatus for generating primers for use in nucleic acid amplification reactions,0.26362282
"[2072, 2073, 2074, 2075, 2076, 2077, 2078, 2079]","“In any case,” Hackworth continued, “Trickster/Technologist is just one of the universals. The database is full of them. It's a catalogue of the collective unconscious. In the old days, writers of children's books had to map these universals onto concrete symbols familiar to their audience—like Beatrix Potter mapping the Trickster onto Peter Rabbit. This is a reasonably effective way to do it, especially if the society is homogeneous and static, so that all children share similar experiences. “What my team and I have done here is to abstract that process and develop systems for mapping the universals onto the unique psychological terrain of one child—even as that terrain changes over time. Hence it is important that you not allow this book to fall into the hands of any other little girl until Elizabeth has the opportunity to open it up.” “Understood,” said Lord Alexander Chung-Sik Finkle-McGraw.",Systems and methods for personalized storytelling,0.2611207
"[3357, 3358, 3359, 3360]","The setting was the front of a luxury hotel, one of the archipelago of Shangri-Las strung up the Kowloon-Guangzhou superhighway. The horseshoe drive was paved with interlocking blocks, brass door handles gleamed, thickets of tropical flowers sprouted from boat-size planters in the lobby. Men in business suits spoke into cellphones and checked their watches, white-gloved bellhops sprinted into the drive, pulled suitcases from the trunks of red taxicabs, wiped them down with clean moist cloths. The horseshoe drive was plugged into an eight-lane thoroughfare—not the highway, but a mere frontage road—with a spiked iron fence running down the center to keep pedestrians from crossing in midblock.",Systems and methods for managing hotel room reservations,0.26093453
"[5555, 5556, 5557, 5558, 5559, 5560, 5561]","“Nell,” the Constable continued, indicating through his tone of voice that the lesson was concluding, “the difference between ignorant and educated people is that the latter know more facts. But that has nothing to do with whether they are stupid or intelligent. The difference between stupid and intelligent people—and this is true whether or not they are well-educated—is that intelligent people can handle subtlety. They are not baffled by ambiguous or even contradictory situations—in fact, they expect them and are apt to become suspicious when things seem overly straightforward. “In your Primer you have a resource that will make you highly educated, but it will never make you intelligent. That comes from life. Your life up to this point has given you all of the experience you need to be intelligent, but you have to think about those experiences.",Method and apparatus for training an artificial general intelligence,0.25739273
"[7490, 7491, 7492, 7493, 7494, 7495, 7496, 7497, 7498, 7499]","In other R.D.R. nodes, the mechanism might be different. For example, person A might go into a room, take a pistol out of a box, load it with live ammunition, put it back in the box, and then leave the room for ten minutes. During that time, person B is supposed to enter the room and replace the live ammunition with a dummy clip having the same weight. Then person A comes back into the room, puts the gun to his head, and pulls the trigger.” “But person A has no way of knowing whether person B has done his job?” “Exactly.” “What is the role of the third person?” “A proctor. An official of the R.D.R. who sees to it that the two participants don't try to communicate.” “How frequently must they undergo this ritual?”",Method and apparatus for verifying the authenticity of an object,0.25695935
"[138, 139, 140, 141]","These guys implanted it in the iliac crest of the pelvis, some opted for the mastoid bone in the skull—anywhere a big bone was close to the surface. A bone mount was needed because the card had to talk on the radio, which meant it needed an antenna long enough to hear radio waves. Then you could go around and buy stuff just by asking for it; Peacock Bank and the merchant you were buying from and the card in your pelvis handled all the details. Banks varied in their philosophy of interest rates, minimum monthly payments, and so on.",Method and apparatus for conducting a transaction between a customer and a merchant,0.25595206
"[5418, 5419, 5420]","She would sit with her back against a rock, read her Primer, and occasionally hear sound emanating from the inside of Constable Moore's house as he talked on the mediatron: mostly deep bellowing laughter and explosions of good-natured profanity. For quite some time she assumed that it was not the Constable who was making these sounds, but rather whomever he was talking to; because in her presence the Constable was always very polite and reserved, albeit somewhat eccentric. But one night she heard loud moaning noises coming from his house, and crept down out of the bamboo grove to see what was happening.",Method and apparatus for communicating with an extraterrestrial,0.25391573
"[6525, 6526, 6527, 6528, 6529, 6530]","The operators of the big wall-size mediatrons that had so terrified Nell on her first night in the Leased Territories had turned the brightness all the way up, trying to compensate for the fog. Down by the waterfront, not far from the Aerodrome, the compilers of New Chusan had, as a charitable gesture, made some space available to the Vatican. In the early years it had contained nothing more than a two-story mission for thetes who had followed their lifestyle to its logical conclusion and found themselves homeless, addicted, hounded by debtors, or on the run from the law or abusive members of their own families. More recently those had become secondary functions, and the Vatican had programmed the building's foundation to extrude many more stories. The Vatican had a number of serious ethical concerns about nanotech but had eventually decided that it was okay as long as it didn't mess about with DNA or create direct interfaces with the human brain. Using nanotech to extrude buildings was fine, and that was fortunate, because Vatican/Shanghai needed to add a couple of floors to the Free Phthisis Sanatorium every year.",Apparatus and method for mounting a mediatron,0.2525605
"[4930, 4931, 4932]","When he finally reached the grand chamber, he could not really tell whether it was reality or another machine-made hallucination. It was shaped like a flattened ice-cream cone, a domed ceiling above a gently sloping conical floor. The ceiling was a vast mediatron, and the floor served as an amphitheatre.",Augmented reality in a virtual environment,0.25149927
"[2753, 2754, 2755, 2756, 2757]","Almost twenty years ago, you co- founded a CryptNet node in Oakland, California. It was a very early node—number 178. Now, of course, there are tens of thousands of nodes.” A hint of a smile from the prisoner.",Systems and methods for providing secure communications over an unsecured network,0.25093794
"[5290, 5291]","The payer is someone else. You need to backtrace the payer and then, from there, track down Nell.”",Systems and methods for detecting fraudulent transactions,0.25059342
"[6746, 6747, 6748]","Somewhat to her alarm, she did see an inordinate number of chains. The chains were all of the same, somewhat peculiar design, and she saw them everywhere: piled up in heaps on streetcorners, overflowing from metal baskets, dangling from rooftops, strung between towers. The clanking and squeaking of the men who bore her along made it difficult for her to hear anything else; but as they proceeded higher and deeper into the castle, she slowly became conscious of a deep grinding, growling noise that pervaded the very ashlars.",Systems and methods for chain-based data storage and retrieval,0.24958524
"[1346, 1347, 1348, 1349, 1350, 1351, 1352, 1353]","Then Dr. X himself quivered up out of his chair and began shuffling around the room, powering up a gallimaufry of contraband technology. This equipment came from diverse technological epochs and had been smuggled into this, the Outer Kingdom, from a variety of sources, but all of it contributed to the same purpose: It surveyed the microscopic world through X-ray diffraction, electron microscopy, and direct nanoscale probing, and synthesized all of the resulting information into a single three-dimensional view. If Hackworth had been doing this at work, he would already be finished, but Dr. X's system was a sort of Polish democracy requiring full consent of all participants, elicited one subsystem at a time. Dr. X and his assistants would gather around whichever subsystem was believed to be farthest out of line and shout at each other in a mixture of Shanghainese, Mandarin, and technical English for a while. Therapies administered included but were not limited to: turning things off, then on again; picking them up a couple of inches and then dropping them; turning off nonessential appliances in this and other rooms; removing lids and wiggling circuit boards; extracting small contaminants, such as insects and their egg cases, with nonconducting chopsticks; cable-wiggling; incense-burning; putting folded-up pieces of paper beneath table legs; drinking tea and sulking; invoking unseen powers; sending runners to other rooms, buildings, or precincts with exquisitely calligraphed notes and waiting for them to come back carrying spare parts in dusty, yellowed cardboard boxes; and a similarly diverse suite of troubleshooting techniques in the realm of software. Much of this performance seemed to be genuine, the rest merely for Hackworth's consumption, presumably laying the groundwork for a renegotiation of the deal. Eventually they were looking at the severed portion of John Percival Hackworth on a meter-wide sheet of mediatronic paper that one of the assistants had, with great ceremony, unfurled across a low, black lacquer table. They sought something that was bulky by nanotech standards, so the magnification was not very high—even so, the surface of Hackworth's skin looked like a table heaped with crumpled newspapers.","A nanotechnology and molecular assembler fabrication method and apparatus therefor. The present invention relates to a nanotechnology and molecular assembler fabrication method and apparatus therefor. More particularly, the present",0.24921378
"[5087, 5088]","Through the window, Nell could see Rita putting a calling-card on a silver tray held out by the maid—a salver, they called it. The maid carried it back, then emerged a couple of minutes later and directed Rita into the back of the house.",Widow of Malabar hill,0.24802676
"[1817, 1818, 1819, 1820, 1821, 1822, 1823, 1824]","After a few seconds, the first of the letters began to blink. Nell prodded it. The letter grew until it had pushed all the other letters and pictures off the edges of the page. The loop on top shrank and became a head, while the lines sticking out the bottom developed into legs and began to scissor. “R is for Run,” the book said. The picture kept on changing until it was a picture of Nell. Then something fuzzy and red appeared beneath her feet. “Nell Runs on the Red Rug,” the book said, and as it spoke, new words appeared.",Systems and methods for interactive storytelling,0.24722959
"[3753, 3754, 3755, 3756]","They have resurfaced in the Middle Kingdom.” “You must have been struck by the coincidence—that a judge who is in the habit of caning people enters the service of the Middle Kingdom, and shortly thereafter, a New Atlantan engineer returns from a visit to said clave bearing marks of having been caned.” “Now that you mention it, it is quite striking,” Major Napier said. The Equity Lord said, “It might lead one to conclude that the engineer in question owed some debt to a powerful figure within that clave, and that the judicial system was being used as a sort of collection agency.”",Method and apparatus for enforcement of compliance with contractual obligations,0.2472285
"[4569, 4570, 4571, 4572, 4573]","Hackworth bent down, laced his fingers through the space frame, and lifted the chevaline with one hand. He carried it through the lobby of the post office, past bemused customers, and out the door onto the street. “Mount,” he said. The chevaline rose into a crouch. Hackworth threw one leg over its saddle, which was padded with some kind of elastomeric stuff, and immediately felt it shoving him into the air.",Method and apparatus for interplanetary travel,0.24658221
"[7647, 7648, 7649, 7650]","“What is the goal of this organisation?” Fiona asked. “It represents itself as a simple, moderately successful data-processing collective. But its actual goals can only be known by those privileged to be included within the trust boundary of the thirty-third level,” Hackworth said, his voice slowing down as he tried to remember why he knew all of these things. “It is rumoured that, within that select circle, any member can kill any other simply by thinking of the deed.”",Systems and methods for managing access to information,0.24636509
"[2520, 2521, 2522]","Another spear, at right angles to the first one. “Though,” Chang continued, “if some criminal activity has taken place of which I was not made aware, perhaps I should recharacterize this visit.” Spear number three; now Hackworth's pounding heart sat at the origin of a bloody coordinate system plotted by Lieutenant Chang, conveniently pinned and exposed for thorough examination.",Computer-implemented systems and methods for detecting anomalies in network traffic,0.24560934
